116.376175, 39.868328, 116.382045, 39.872832
116.387143, 39.928778, 116.393017, 39.933282
116.464892, 39.949678, 116.470768, 39.954182
116.679750, 39.754088, 116.685610, 39.758592
116.259420, 39.766308, 116.265280, 39.770812
116.352687, 39.840828, 116.358553, 39.845332
116.392127, 39.825848, 116.397993, 39.830352
116.354424, 39.907898, 116.360296, 39.912402
116.452834, 39.899788, 116.458706, 39.904292
116.408769, 40.020318, 116.414651, 40.024822
116.459552, 39.944178, 116.465428, 39.948682
116.288805, 39.881228, 116.294675, 39.885732
116.452722, 39.943318, 116.458598, 39.947822
116.616419, 40.021378, 116.622301, 40.025882
116.455755, 39.882478, 116.461625, 39.886982
116.649304, 40.131788, 116.655196, 40.136292
116.425192, 39.955978, 116.431068, 39.960482
116.327485, 39.871638, 116.333355, 39.876142
116.870963, 40.381168, 116.876877, 40.385672
116.436574, 39.904938, 116.442446, 39.909442
116.308525, 39.878898, 116.314395, 39.883402
116.365235, 39.879738, 116.371105, 39.884242
116.162805, 39.644698, 116.168655, 39.649202
116.592999, 40.012648, 116.598881, 40.017152
116.450542, 39.959988, 116.456418, 39.964492
116.625016, 39.619048, 116.630864, 39.623552
116.544072, 40.184258, 116.549968, 40.188762
116.411235, 39.867628, 116.417105, 39.872132
117.116254, 40.142478, 117.122146, 40.146982
116.363631, 39.973348, 116.369509, 39.977852
116.644634, 40.139498, 116.650526, 40.144002
116.419566, 39.853358, 116.425434, 39.857862
116.329022, 39.715368, 116.334878, 39.719872
116.237172, 39.944028, 116.243048, 39.948532
116.402394, 39.905058, 116.408266, 39.909562
116.680614, 39.893518, 116.686486, 39.898022
117.123054, 40.144378, 117.128946, 40.148882
115.943278, 39.818408, 115.949142, 39.822912
116.351981, 39.973728, 116.357859, 39.978232
116.393356, 39.860408, 116.399224, 39.864912
116.238114, 40.142788, 116.244006, 40.147292
116.348544, 39.905978, 116.354416, 39.910482
116.301151, 39.972278, 116.307029, 39.976782
116.015547, 39.596118, 116.021393, 39.600622
116.418254, 39.901128, 116.424126, 39.905632
116.647127, 40.062358, 116.653013, 40.066862
116.697636, 39.848978, 116.703504, 39.853482
116.332171, 39.983158, 116.338049, 39.987662
116.344035, 39.890258, 116.349905, 39.894762
116.364414, 39.911548, 116.370286, 39.916052
116.336477, 39.829628, 116.342343, 39.834132
116.551234, 39.904688, 116.557106, 39.909192
116.360741, 39.976448, 116.366619, 39.980952
116.361570, 39.997308, 116.367450, 40.001812
116.307191, 39.982378, 116.313069, 39.986882
116.438081, 39.964178, 116.443959, 39.968682
116.364834, 39.906238, 116.370706, 39.910742
116.405347, 40.054458, 116.411233, 40.058962
116.358089, 39.794118, 116.363951, 39.798622
116.393223, 39.919738, 116.399097, 39.924242
116.488612, 39.957288, 116.494488, 39.961792
116.436282, 39.959998, 116.442158, 39.964502
117.235961, 40.203798, 117.241859, 40.208302
116.599222, 39.946258, 116.605098, 39.950762
116.995902, 40.185178, 117.001798, 40.189682
116.468395, 39.889428, 116.474265, 39.893932
117.215443, 40.149928, 117.221337, 40.154432
116.362211, 39.964578, 116.368089, 39.969082
116.546470, 39.752828, 116.552330, 39.757332
116.348784, 39.905078, 116.354656, 39.909582
116.510130, 40.004268, 116.516010, 40.008772
116.324609, 40.024008, 116.330491, 40.028512
116.361121, 39.962878, 116.366999, 39.967382
116.457656, 39.844658, 116.463524, 39.849162
116.385932, 39.952828, 116.391808, 39.957332
116.307184, 39.893378, 116.313056, 39.897882
116.301053, 39.923288, 116.306927, 39.927792
116.344290, 40.001598, 116.350170, 40.006102
116.169001, 39.746888, 116.174859, 39.751392
116.358803, 39.927548, 116.364677, 39.932052
116.415805, 39.881648, 116.421675, 39.886152
116.451362, 39.950128, 116.457238, 39.954632
116.293387, 39.830198, 116.299253, 39.834702
116.370487, 39.830718, 116.376353, 39.835222
116.461015, 39.873498, 116.466885, 39.878002
116.648854, 39.904018, 116.654726, 39.908522
116.747486, 40.088058, 116.753374, 40.092562
116.295788, 40.032648, 116.301672, 40.037152
116.335762, 39.957218, 116.341638, 39.961722
116.360771, 39.972788, 116.366649, 39.977292
116.415514, 39.901328, 116.421386, 39.905832
116.426267, 39.832318, 116.432133, 39.836822
116.465164, 39.903638, 116.471036, 39.908142
116.466635, 39.869238, 116.472505, 39.873742
116.438122, 39.959708, 116.443998, 39.964212
116.319675, 39.885488, 116.325545, 39.889992
116.488324, 39.895808, 116.494196, 39.900312
116.423914, 39.912228, 116.429786, 39.916732
116.635434, 39.911318, 116.641306, 39.915822
117.053677, 40.064508, 117.059563, 40.069012
