116.173423, 39.910392, 116.174594, 39.911290
116.186462, 39.925865, 116.187633, 39.926763
116.214265, 39.919846, 116.215437, 39.920745
116.149387, 39.793942, 116.150556, 39.794840
116.099033, 39.926237, 116.100204, 39.927136
116.184956, 39.935070, 116.186127, 39.935968
116.314506, 40.059450, 116.315680, 40.060348
116.126770, 39.790232, 116.127939, 39.791131
116.105108, 39.801673, 116.106277, 39.802572
116.079290, 39.924027, 116.080461, 39.924926
116.210844, 39.944557, 116.212016, 39.945455
116.162886, 39.917547, 116.164058, 39.918445
116.348919, 40.059695, 116.350093, 40.060593
116.188615, 39.925583, 116.189786, 39.926482
116.097995, 39.948742, 116.099167, 39.949641
116.119356, 39.797832, 116.120525, 39.798730
116.093077, 39.937238, 116.094249, 39.938136
116.505787, 39.926922, 116.506959, 39.927821
116.083020, 39.967661, 116.084192, 39.968559
116.082343, 39.948630, 116.083514, 39.949528
116.168388, 39.918105, 116.169560, 39.919003
116.183901, 39.929632, 116.185072, 39.930530
116.190059, 39.960850, 116.191231, 39.961748
116.194543, 39.917993, 116.195714, 39.918891
116.087908, 39.972466, 116.089080, 39.973364
116.180635, 39.944081, 116.181806, 39.944979
116.119314, 39.793279, 116.120484, 39.794177
116.103816, 39.926858, 116.104987, 39.927756
116.099881, 39.978592, 116.101054, 39.979490
116.350979, 40.092672, 116.352153, 40.093571
116.082223, 39.926796, 116.083394, 39.927694
116.088162, 39.928928, 116.089334, 39.929826
116.125452, 39.837686, 116.126621, 39.838585
116.094969, 39.949018, 116.096140, 39.949916
116.079495, 39.925012, 116.080667, 39.925910
116.077526, 39.917814, 116.078697, 39.918713
116.092013, 39.933516, 116.093185, 39.934414
116.075382, 39.932154, 116.076554, 39.933052
116.182004, 39.932134, 116.183176, 39.933032
116.123714, 39.790879, 116.124883, 39.791777
116.155840, 39.916804, 116.157011, 39.917703
116.113017, 39.791051, 116.114186, 39.791949
116.092785, 39.932546, 116.093956, 39.933444
116.069206, 39.943369, 116.070377, 39.944267
116.162492, 39.911726, 116.163664, 39.912624
116.120960, 39.920829, 116.122132, 39.921728
116.082112, 39.931658, 116.083284, 39.932556
116.077170, 39.933936, 116.078342, 39.934835
116.170971, 39.925598, 116.172142, 39.926496
116.124982, 39.919292, 116.126153, 39.920190
116.122011, 39.826679, 116.123180, 39.827578
116.189626, 39.935153, 116.190798, 39.936051
116.174632, 39.833405, 116.175802, 39.834303
116.121685, 39.933291, 116.122856, 39.934189
116.408045, 39.905045, 116.409216, 39.905943
116.451179, 39.908588, 116.452350, 39.909486
116.098240, 39.913632, 116.099411, 39.914530
116.129185, 39.936474, 116.130356, 39.937372
116.132314, 39.797775, 116.133483, 39.798674
116.080189, 39.943102, 116.081360, 39.944000
116.126703, 39.925080, 116.127875, 39.925978
116.092108, 39.921940, 116.093279, 39.922839
116.335282, 40.064272, 116.336455, 40.065170
116.158692, 39.815781, 116.159861, 39.816679
116.080645, 39.941771, 116.081817, 39.942669
116.167848, 39.929653, 116.169019, 39.930551
116.139900, 39.799166, 116.141069, 39.800065
116.550638, 39.942239, 116.551809, 39.943137
116.104651, 39.936770, 116.105823, 39.937668
116.073567, 39.943151, 116.074739, 39.944050
116.078264, 39.939091, 116.079436, 39.939989
116.130209, 39.932339, 116.131381, 39.933238
116.126289, 39.910905, 116.127461, 39.911803
116.356082, 40.096323, 116.357257, 40.097222
116.092460, 39.912134, 116.093631, 39.913032
116.138713, 39.833683, 116.139883, 39.834582
116.150388, 39.936330, 116.151559, 39.937228
116.128243, 39.924448, 116.129415, 39.925346
116.343436, 40.052636, 116.344610, 40.053534
116.159060, 39.913500, 116.160231, 39.914398
116.094423, 39.925467, 116.095595, 39.926365
116.084910, 39.936781, 116.086081, 39.937679
116.075712, 39.978545, 116.076884, 39.979443
116.092700, 39.923410, 116.093871, 39.924308
116.120067, 39.937387, 116.121239, 39.938285
116.145180, 39.811092, 116.146349, 39.811990
116.539149, 39.955564, 116.540321, 39.956462
116.079465, 39.947073, 116.080636, 39.947971
116.112752, 39.923692, 116.113923, 39.924590
116.104148, 39.933799, 116.105319, 39.934698
116.101805, 39.929751, 116.102977, 39.930650
116.079736, 39.930468, 116.080908, 39.931367
116.104312, 39.937675, 116.105483, 39.938574
116.251916, 39.931440, 116.253087, 39.932339
116.069751, 39.934870, 116.070923, 39.935768
116.109827, 39.922240, 116.110998, 39.923139
116.401312, 39.905446, 116.402483, 39.906345
116.342180, 40.055908, 116.343353, 40.056807
116.150220, 39.936585, 116.151391, 39.937483
116.157526, 39.920323, 116.158698, 39.921221
